part_id,part_type,material,part_name,spec,uom,unit_cost_usd,supplier,lead_time_days
PRT-001045,Beam,MDF,MDF Beam 800x200x20mm,L=800mm;W=200mm;T=20mm,EA,1.5,Supplier HardwareHouse,29
PRT-001046,Hinge,Steel,Steel Hinge,,EA,4.0,Supplier FinishesPlus,3
PRT-001047,Caster Wheel,Steel,Steel Caster Wheel,,EA,8.11,Supplier FastenPro,23
PRT-001048,Panel,Birch Plywood,Birch Plywood Panel 900x60x40mm,L=900mm;W=60mm;T=40mm,EA,1.95,Supplier FinishesPlus,17
PRT-001049,Foam Insert,Foam,Foam Foam Insert 500x60x40mm,L=500mm;W=60mm;T=40mm,EA,1.73,Supplier EcoMaterials,8
PRT-001050,Rail,Oak Wood,Oak Wood Rail 900x150x18mm,L=900mm;W=150mm;T=18mm,EA,4.97,Supplier MetalWorks,23
PRT-001051,Beam,MDF,MDF Beam 1200x80x15mm,L=1200mm;W=80mm;T=15mm,EA,1.72,Supplier EcoMaterials,27
PRT-001052,Screw,Steel,Steel Screw M8x16,Dia=8mm;Len=16mm,EA,0.04,Supplier GlassLab,26
PRT-001053,Panel,Walnut Wood,Walnut Wood Panel 900x600x15mm,L=900mm;W=600mm;T=15mm,EA,6.93,Supplier GlassLab,32
PRT-001054,Beam,MDF,MDF Beam 700x100x50mm,L=700mm;W=100mm;T=50mm,EA,1.91,Supplier FinishesPlus,10
PRT-001055,Leg,Birch Plywood,Birch Plywood Leg 1000x80x18mm,L=1000mm;W=80mm;T=18mm,EA,2.62,Supplier FastenPro,29
PRT-001056,Drawer Front,Birch Plywood,Birch Plywood Drawer Front 1600x80x50mm,L=1600mm;W=80mm;T=50mm,EA,7.16,Supplier EcoMaterials,23
PRT-001057,Shelf,Birch Plywood,Birch Plywood Shelf 1000x150x40mm,L=1000mm;W=150mm;T=40mm,EA,2.62,Supplier UpholsteryHub,2
PRT-001058,Fabric Cover,Fabric,Fabric Fabric Cover 1200x800mm,L=1200mm;W=800mm,EA,7.39,Supplier MetalWorks,11
PRT-001059,Panel,Birch Plywood,Birch Plywood Panel 1400x200x30mm,L=1400mm;W=200mm;T=30mm,EA,5.02,Supplier MetalWorks,3
PRT-001060,Backboard,Pine Wood,Pine Wood Backboard 600x80x12mm,L=600mm;W=80mm;T=12mm,EA,1.05,Supplier EcoMaterials,21
PRT-001061,Slider,Acrylic,Acrylic Slider,,EA,16.98,Supplier GlassLab,32
PRT-001062,Bracket,Aluminum,Aluminum Bracket,,EA,9.96,Supplier HardwareHouse,18
PRT-001063,Panel,Pine Wood,Pine Wood Panel 600x200x20mm,L=600mm;W=200mm;T=20mm,EA,1.72,Supplier TimberCo,2
PRT-001064,Shelf,Walnut Wood,Walnut Wood Shelf 1000x120x15mm,L=1000mm;W=120mm;T=15mm,EA,6.87,Supplier FastenPro,27
PRT-001065,Hinge,Steel,Steel Hinge,,EA,8.32,Supplier EcoMaterials,3
PRT-001066,Leg,Oak Wood,Oak Wood Leg 1200x150x25mm,L=1200mm;W=150mm;T=25mm,EA,6.42,Supplier GlassLab,14
PRT-001067,Leg,Oak Wood,Oak Wood Leg 900x60x8mm,L=900mm;W=60mm;T=8mm,EA,4.64,Supplier UpholsteryHub,34
PRT-001068,Fabric Cover,Fabric,Fabric Fabric Cover 1000x900mm,L=1000mm;W=900mm,EA,3.5,Supplier EcoMaterials,13
PRT-001069,Foam Insert,Foam,Foam Foam Insert 1000x60x30mm,L=1000mm;W=60mm;T=30mm,EA,2.7,Supplier HardwareHouse,19
PRT-001070,Rail,Oak Wood,Oak Wood Rail 1000x200x20mm,L=1000mm;W=200mm;T=20mm,EA,3.95,Supplier FinishesPlus,17
PRT-001071,Nut,Steel,Steel Nut M10,Dia=10mm,EA,0.05,Supplier EcoMaterials,26
PRT-001072,Panel,Birch Plywood,Birch Plywood Panel 700x120x20mm,L=700mm;W=120mm;T=20mm,EA,4.0,Supplier UpholsteryHub,18
PRT-001073,Nut,Steel,Steel Nut M3,Dia=3mm,EA,0.01,Supplier HardwareHouse,4
PRT-001074,Glass Top,Tempered Glass,Tempered Glass Glass Top 1000x700mm,L=1000mm;W=700mm,EA,24.14,Supplier PrimeSupply,24
PRT-001075,Screw,Stainless Steel,Stainless Steel Screw M4x20,Dia=4mm;Len=20mm,EA,0.06,Supplier MetalWorks,5
PRT-001076,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,7.71,Supplier EcoMaterials,34
PRT-001077,Leg,Birch Plywood,Birch Plywood Leg 500x60x18mm,L=500mm;W=60mm;T=18mm,EA,4.4,Supplier GlassLab,20
PRT-001078,Screw,Steel,Steel Screw M6x20,Dia=6mm;Len=20mm,EA,0.04,Supplier EcoMaterials,27
PRT-001079,Hinge,ABS Plastic,ABS Plastic Hinge,,EA,6.16,Supplier UpholsteryHub,30
PRT-001080,Leg,Bamboo,Bamboo Leg 800x150x15mm,L=800mm;W=150mm;T=15mm,EA,3.51,Supplier UpholsteryHub,20
PRT-001081,Panel,Birch Plywood,Birch Plywood Panel 600x200x25mm,L=600mm;W=200mm;T=25mm,EA,6.49,Supplier MetalWorks,4
PRT-001082,Bolt,Steel,Steel Bolt M6x30,Dia=6mm;Len=30mm,EA,0.11,Supplier PrimeSupply,26
PRT-001083,Beam,MDF,MDF Beam 1800x500x30mm,L=1800mm;W=500mm;T=30mm,EA,4.81,Supplier MetalWorks,32
PRT-001084,Bolt,Steel,Steel Bolt M6x40,Dia=6mm;Len=40mm,EA,0.1,Supplier TimberCo,29
PRT-001085,Panel,Bamboo,Bamboo Panel 1600x120x40mm,L=1600mm;W=120mm;T=40mm,EA,4.0,Supplier UpholsteryHub,14
PRT-001086,Beam,Birch Plywood,Birch Plywood Beam 1600x500x8mm,L=1600mm;W=500mm;T=8mm,EA,3.32,Supplier MetalWorks,20
PRT-001087,Leg,MDF,MDF Leg 800x40x18mm,L=800mm;W=40mm;T=18mm,EA,1.69,Supplier PrimeSupply,30
PRT-001088,Leg,Birch Plywood,Birch Plywood Leg 300x500x8mm,L=300mm;W=500mm;T=8mm,EA,2.42,Supplier FinishesPlus,20
PRT-001089,Handle,ABS Plastic,ABS Plastic Handle,,EA,3.81,Supplier PlastiCraft,16
PRT-001090,Leg,Pine Wood,Pine Wood Leg 300x80x25mm,L=300mm;W=80mm;T=25mm,EA,3.06,Supplier FinishesPlus,20
PRT-001091,Screw,Brass,Brass Screw M8x20,Dia=8mm;Len=20mm,EA,0.1,Supplier PrimeSupply,33
PRT-001092,Shelf,Birch Plywood,Birch Plywood Shelf 1000x200x20mm,L=1000mm;W=200mm;T=20mm,EA,2.38,Supplier MetalWorks,14
PRT-001093,Foam Insert,Foam,Foam Foam Insert 900x100x60mm,L=900mm;W=100mm;T=60mm,EA,2.34,Supplier FinishesPlus,22
PRT-001094,Screw,Steel,Steel Screw M5x20,Dia=5mm;Len=20mm,EA,0.07,Supplier MetalWorks,30
PRT-001095,Bolt,Steel,Steel Bolt M3x40,Dia=3mm;Len=40mm,EA,0.1,Supplier HardwareHouse,24
PRT-001096,Foam Insert,Foam,Foam Foam Insert 1600x150x50mm,L=1600mm;W=150mm;T=50mm,EA,3.67,Supplier MetalWorks,24
PRT-001097,Panel,MDF,MDF Panel 400x800x8mm,L=400mm;W=800mm;T=8mm,EA,1.83,Supplier PrimeSupply,7
PRT-001098,Screw,Steel,Steel Screw M8x20,Dia=8mm;Len=20mm,EA,0.11,Supplier GlassLab,33
PRT-001099,Panel,Birch Plywood,Birch Plywood Panel 300x300x30mm,L=300mm;W=300mm;T=30mm,EA,3.13,Supplier MetalWorks,31
PRT-001100,Screw,Steel,Steel Screw M10x20,Dia=10mm;Len=20mm,EA,0.12,Supplier HardwareHouse,12
PRT-001101,Glass Top,Tempered Glass,Tempered Glass Glass Top 1600x600mm,L=1600mm;W=600mm,EA,21.52,Supplier UpholsteryHub,21
PRT-001102,Slider,Steel,Steel Slider,,EA,10.99,Supplier HardwareHouse,34
PRT-001103,Backboard,Oak Wood,Oak Wood Backboard 1800x120x18mm,L=1800mm;W=120mm;T=18mm,EA,3.17,Supplier MetalWorks,17
PRT-001104,Washer,Steel,Steel Washer M6,Dia=6mm,EA,0.02,Supplier PlastiCraft,18
PRT-001105,Fabric Cover,Fabric,Fabric Fabric Cover 1500x700mm,L=1500mm;W=700mm,EA,8.43,Supplier MetalWorks,10
PRT-001106,Bolt,Steel,Steel Bolt M4x25,Dia=4mm;Len=25mm,EA,0.09,Supplier PlastiCraft,8
PRT-001107,Screw,Stainless Steel,Stainless Steel Screw M5x10,Dia=5mm;Len=10mm,EA,0.04,Supplier MetalWorks,17
PRT-001108,Fabric Cover,Fabric,Fabric Fabric Cover 1200x700mm,L=1200mm;W=700mm,EA,5.9,Supplier PlastiCraft,29
PRT-001109,Panel,Birch Plywood,Birch Plywood Panel 1600x200x50mm,L=1600mm;W=200mm;T=50mm,EA,5.67,Supplier EcoMaterials,21
PRT-001110,Screw,Steel,Steel Screw M8x25,Dia=8mm;Len=25mm,EA,0.07,Supplier FastenPro,27
PRT-001111,Handle,Steel,Steel Handle,,EA,7.74,Supplier MetalWorks,29
PRT-001112,Washer,Steel,Steel Washer M4,Dia=4mm,EA,0.01,Supplier EcoMaterials,32
PRT-001113,Leg,Bamboo,Bamboo Leg 1000x150x25mm,L=1000mm;W=150mm;T=25mm,EA,5.42,Supplier TimberCo,11
PRT-001114,Screw,Steel,Steel Screw M3x50,Dia=3mm;Len=50mm,EA,0.1,Supplier FastenPro,26
PRT-001115,Panel,Birch Plywood,Birch Plywood Panel 1000x120x18mm,L=1000mm;W=120mm;T=18mm,EA,2.3,Supplier FinishesPlus,2
PRT-001116,Screw,Steel,Steel Screw M5x25,Dia=5mm;Len=25mm,EA,0.06,Supplier FinishesPlus,30
PRT-001117,Feet Pad,ABS Plastic,ABS Plastic Feet Pad,,EA,2.19,Supplier PrimeSupply,18
PRT-001118,Shelf,MDF,MDF Shelf 400x150x20mm,L=400mm;W=150mm;T=20mm,EA,1.21,Supplier TimberCo,8
PRT-001119,Washer,Stainless Steel,Stainless Steel Washer M5,Dia=5mm,EA,0.02,Supplier GlassLab,21
PRT-001120,Screw,Steel,Steel Screw M6x40,Dia=6mm;Len=40mm,EA,0.08,Supplier FinishesPlus,23
PRT-001121,Leg,Pine Wood,Pine Wood Leg 1200x80x18mm,L=1200mm;W=80mm;T=18mm,EA,2.23,Supplier PlastiCraft,6
PRT-001122,Hinge,Steel,Steel Hinge,,EA,6.63,Supplier EcoMaterials,28
PRT-001123,Rail,MDF,MDF Rail 800x150x12mm,L=800mm;W=150mm;T=12mm,EA,2.32,Supplier EcoMaterials,26
PRT-001124,Panel,Bamboo,Bamboo Panel 500x300x18mm,L=500mm;W=300mm;T=18mm,EA,2.7,Supplier MetalWorks,26
PRT-001125,Shelf,MDF,MDF Shelf 1200x150x20mm,L=1200mm;W=150mm;T=20mm,EA,2.06,Supplier FinishesPlus,33
PRT-001126,Backboard,Pine Wood,Pine Wood Backboard 900x500x40mm,L=900mm;W=500mm;T=40mm,EA,2.74,Supplier TimberCo,14
PRT-001127,Handle,Aluminum,Aluminum Handle,,EA,11.84,Supplier UpholsteryHub,29
PRT-001128,Hinge,Acrylic,Acrylic Hinge,,EA,7.95,Supplier TimberCo,34
PRT-001129,Washer,Steel,Steel Washer M6,Dia=6mm,EA,0.01,Supplier PlastiCraft,7
PRT-001130,Drawer Front,MDF,MDF Drawer Front 500x40x40mm,L=500mm;W=40mm;T=40mm,EA,3.12,Supplier HardwareHouse,30
PRT-001131,Rail,Birch Plywood,Birch Plywood Rail 900x200x25mm,L=900mm;W=200mm;T=25mm,EA,2.79,Supplier PrimeSupply,8
PRT-001132,Hinge,ABS Plastic,ABS Plastic Hinge,,EA,7.8,Supplier PlastiCraft,15
PRT-001133,Backboard,Pine Wood,Pine Wood Backboard 200x60x20mm,L=200mm;W=60mm;T=20mm,EA,1.05,Supplier FastenPro,5
PRT-001134,Beam,Birch Plywood,Birch Plywood Beam 600x40x40mm,L=600mm;W=40mm;T=40mm,EA,2.38,Supplier PrimeSupply,16
PRT-001135,Handle,Polypropylene,Polypropylene Handle,,EA,1.86,Supplier HardwareHouse,21
PRT-001136,Beam,Pine Wood,Pine Wood Beam 1000x150x15mm,L=1000mm;W=150mm;T=15mm,EA,2.05,Supplier EcoMaterials,13
PRT-001137,Shelf,Oak Wood,Oak Wood Shelf 700x300x18mm,L=700mm;W=300mm;T=18mm,EA,2.71,Supplier GlassLab,18
PRT-001138,Shelf,Bamboo,Bamboo Shelf 1000x400x15mm,L=1000mm;W=400mm;T=15mm,EA,3.16,Supplier PrimeSupply,22
PRT-001139,Backboard,Pine Wood,Pine Wood Backboard 300x40x12mm,L=300mm;W=40mm;T=12mm,EA,1.86,Supplier FastenPro,19
PRT-001140,Backboard,Pine Wood,Pine Wood Backboard 400x40x8mm,L=400mm;W=40mm;T=8mm,EA,1.29,Supplier GlassLab,23
PRT-001141,Beam,MDF,MDF Beam 2000x150x8mm,L=2000mm;W=150mm;T=8mm,EA,2.05,Supplier EcoMaterials,18
PRT-001142,Foam Insert,Foam,Foam Foam Insert 2000x300x30mm,L=2000mm;W=300mm;T=30mm,EA,2.8,Supplier FinishesPlus,17
PRT-001143,Leg,Walnut Wood,Walnut Wood Leg 900x600x8mm,L=900mm;W=600mm;T=8mm,EA,7.37,Supplier FinishesPlus,7
PRT-001144,Leg,Oak Wood,Oak Wood Leg 700x600x18mm,L=700mm;W=600mm;T=18mm,EA,8.35,Supplier FastenPro,7
PRT-001145,Leg,Pine Wood,Pine Wood Leg 900x100x15mm,L=900mm;W=100mm;T=15mm,EA,2.45,Supplier GlassLab,2
PRT-001146,Caster Wheel,Steel,Steel Caster Wheel,,EA,6.4,Supplier EcoMaterials,34
PRT-001147,Beam,Pine Wood,Pine Wood Beam 800x200x18mm,L=800mm;W=200mm;T=18mm,EA,1.54,Supplier TimberCo,24
PRT-001148,Bolt,Steel,Steel Bolt M6x40,Dia=6mm;Len=40mm,EA,0.14,Supplier MetalWorks,14
PRT-001149,Nut,Steel,Steel Nut M3,Dia=3mm,EA,0.01,Supplier FinishesPlus,27
PRT-001150,Screw,Stainless Steel,Stainless Steel Screw M5x16,Dia=5mm;Len=16mm,EA,0.05,Supplier EcoMaterials,29
PRT-001151,Screw,Brass,Brass Screw M6x50,Dia=6mm;Len=50mm,EA,0.22,Supplier PlastiCraft,33
PRT-001152,Bracket,Acrylic,Acrylic Bracket,,EA,2.73,Supplier FastenPro,20
PRT-001153,Glass Top,Tempered Glass,Tempered Glass Glass Top 1200x500mm,L=1200mm;W=500mm,EA,20.62,Supplier GlassLab,33
PRT-001154,Washer,Steel,Steel Washer M4,Dia=4mm,EA,0.01,Supplier FinishesPlus,17
PRT-001155,Washer,Steel,Steel Washer M4,Dia=4mm,EA,0.02,Supplier UpholsteryHub,5
PRT-001156,Rail,Birch Plywood,Birch Plywood Rail 800x400x15mm,L=800mm;W=400mm;T=15mm,EA,3.77,Supplier MetalWorks,28
PRT-001157,Washer,Steel,Steel Washer M6,Dia=6mm,EA,0.01,Supplier PrimeSupply,20
PRT-001158,Slider,Steel,Steel Slider,,EA,9.5,Supplier FastenPro,4
PRT-001159,Shelf,Birch Plywood,Birch Plywood Shelf 1000x200x40mm,L=1000mm;W=200mm;T=40mm,EA,3.3,Supplier PrimeSupply,24
PRT-001160,Bolt,Steel,Steel Bolt M8x60,Dia=8mm;Len=60mm,EA,0.33,Supplier MetalWorks,23
PRT-001161,Beam,Pine Wood,Pine Wood Beam 1600x120x20mm,L=1600mm;W=120mm;T=20mm,EA,3.12,Supplier UpholsteryHub,18
PRT-001162,Panel,Birch Plywood,Birch Plywood Panel 1800x200x25mm,L=1800mm;W=200mm;T=25mm,EA,3.9,Supplier PlastiCraft,12
PRT-001163,Bracket,Stainless Steel,Stainless Steel Bracket,,EA,11.71,Supplier EcoMaterials,20
PRT-001164,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,5.69,Supplier EcoMaterials,28
PRT-001165,Screw,Steel,Steel Screw M6x40,Dia=6mm;Len=40mm,EA,0.08,Supplier PrimeSupply,5
PRT-001166,Shelf,Pine Wood,Pine Wood Shelf 1000x60x12mm,L=1000mm;W=60mm;T=12mm,EA,1.73,Supplier EcoMaterials,4
PRT-001167,Rail,Oak Wood,Oak Wood Rail 600x150x50mm,L=600mm;W=150mm;T=50mm,EA,4.7,Supplier FinishesPlus,9
PRT-001168,Drawer Front,MDF,MDF Drawer Front 1600x60x8mm,L=1600mm;W=60mm;T=8mm,EA,1.5,Supplier PlastiCraft,12
PRT-001169,Handle,ABS Plastic,ABS Plastic Handle,,EA,3.1,Supplier MetalWorks,16
PRT-001170,Foam Insert,Foam,Foam Foam Insert 200x40x80mm,L=200mm;W=40mm;T=80mm,EA,2.55,Supplier FastenPro,24
PRT-001171,Washer,Stainless Steel,Stainless Steel Washer M6,Dia=6mm,EA,0.04,Supplier PrimeSupply,15
PRT-001172,Leg,Bamboo,Bamboo Leg 1200x100x20mm,L=1200mm;W=100mm;T=20mm,EA,3.18,Supplier PrimeSupply,21
PRT-001173,Foam Insert,Foam,Foam Foam Insert 600x150x100mm,L=600mm;W=150mm;T=100mm,EA,2.12,Supplier FastenPro,23
PRT-001174,Panel,Walnut Wood,Walnut Wood Panel 1800x200x8mm,L=1800mm;W=200mm;T=8mm,EA,10.85,Supplier UpholsteryHub,19
PRT-001175,Bolt,Brass,Brass Bolt M6x16,Dia=6mm;Len=16mm,EA,0.09,Supplier PrimeSupply,26
PRT-001176,Backboard,Pine Wood,Pine Wood Backboard 700x60x12mm,L=700mm;W=60mm;T=12mm,EA,1.26,Supplier PrimeSupply,18
PRT-001177,Drawer Front,Pine Wood,Pine Wood Drawer Front 1200x150x30mm,L=1200mm;W=150mm;T=30mm,EA,3.42,Supplier GlassLab,22
PRT-001178,Shelf,Walnut Wood,Walnut Wood Shelf 800x150x20mm,L=800mm;W=150mm;T=20mm,EA,5.26,Supplier TimberCo,22
PRT-001179,Drawer Front,MDF,MDF Drawer Front 400x300x20mm,L=400mm;W=300mm;T=20mm,EA,1.97,Supplier EcoMaterials,26
PRT-001180,Beam,Pine Wood,Pine Wood Beam 600x120x20mm,L=600mm;W=120mm;T=20mm,EA,2.09,Supplier FinishesPlus,21
PRT-001181,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,8.4,Supplier PrimeSupply,25
PRT-001182,Shelf,Oak Wood,Oak Wood Shelf 1200x400x50mm,L=1200mm;W=400mm;T=50mm,EA,9.49,Supplier PlastiCraft,13
PRT-001183,Drawer Front,MDF,MDF Drawer Front 1800x150x18mm,L=1800mm;W=150mm;T=18mm,EA,2.48,Supplier FastenPro,15
PRT-001184,Bolt,Steel,Steel Bolt M3x20,Dia=3mm;Len=20mm,EA,0.05,Supplier HardwareHouse,7
PRT-001185,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,4.13,Supplier GlassLab,14
PRT-001186,Glue Bottle,Glue,Glue Glue Bottle 1L,Volume=1L,EA,1.59,Supplier PrimeSupply,13
PRT-001187,Feet Pad,Acrylic,Acrylic Feet Pad,,EA,2.42,Supplier PlastiCraft,8
PRT-001188,Bolt,Steel,Steel Bolt M3x40,Dia=3mm;Len=40mm,EA,0.08,Supplier UpholsteryHub,5
PRT-001189,Panel,Birch Plywood,Birch Plywood Panel 900x80x18mm,L=900mm;W=80mm;T=18mm,EA,3.55,Supplier PrimeSupply,8
PRT-001190,Panel,Birch Plywood,Birch Plywood Panel 300x150x15mm,L=300mm;W=150mm;T=15mm,EA,2.9,Supplier EcoMaterials,23
PRT-001191,Handle,Steel,Steel Handle,,EA,6.68,Supplier FastenPro,34
PRT-001192,Shelf,Pine Wood,Pine Wood Shelf 700x80x15mm,L=700mm;W=80mm;T=15mm,EA,2.17,Supplier UpholsteryHub,4
PRT-001193,Slider,Aluminum,Aluminum Slider,,EA,15.11,Supplier PlastiCraft,6
PRT-001194,Washer,Steel,Steel Washer M4,Dia=4mm,EA,0.02,Supplier UpholsteryHub,26
PRT-001195,Washer,Brass,Brass Washer M4,Dia=4mm,EA,0.02,Supplier EcoMaterials,16
PRT-001196,Screw,Stainless Steel,Stainless Steel Screw M10x50,Dia=10mm;Len=50mm,EA,0.21,Supplier UpholsteryHub,16
PRT-001197,Hinge,Steel,Steel Hinge,,EA,6.44,Supplier MetalWorks,8
PRT-001198,Hinge,Acrylic,Acrylic Hinge,,EA,6.49,Supplier MetalWorks,10
PRT-001199,Washer,Steel,Steel Washer M8,Dia=8mm,EA,0.01,Supplier HardwareHouse,4
PRT-001200,Drawer Front,Oak Wood,Oak Wood Drawer Front 800x200x40mm,L=800mm;W=200mm;T=40mm,EA,8.13,Supplier PrimeSupply,20
